100	  1        1055.39        3734.26        1.05566        65.1319    7.07811e+22     4.2436e+23    4.94969e+23             -1          1e-05          1e-05     1.0013e-05             -1           0.25           0.25       0.250458             -1
100	  2        1403.61        3318.82       0.995102        45.4279    7.07811e+22    3.52562e+23    4.22131e+23    1.31325e+21          1e-05          1e-05    9.80851e-06    2.26237e-05           0.25           0.25       0.250299              0
100	  3        3566.84        3278.13       0.993082        39.4511    7.07811e+22    3.42388e+23    4.12612e+23             -1          1e-05          1e-05    9.98312e-06             -1           0.25           0.25        0.24834             -1
100	  4        3885.25        3494.19        1.00201        69.7185    7.07811e+22    4.08407e+23     4.7698e+23             -1          1e-05          1e-05    1.01051e-05             -1           0.25           0.25       0.246838             -1
100	  5        4102.76           3508        1.00304        48.6701    7.07811e+22    4.12612e+23    4.80007e+23             -1          1e-05    9.98312e-06    1.00725e-05             -1           0.25        0.24834        0.24614             -1
100	  7        4137.41         3790.7        1.00332        70.3492    7.07811e+22    5.17893e+23    5.87212e+23             -1          1e-05          1e-05    1.01536e-05             -1           0.25           0.25       0.252617             -1
100	  8        4911.15        3364.68       0.999145        31.3706    7.07811e+22     3.6519e+23    4.34281e+23             -1          1e-05          1e-05    9.89387e-06             -1           0.25           0.25       0.247562             -1
100	 10        8883.43        3856.14        0.99812        31.8637    7.07811e+22    5.50788e+23    6.20293e+23             -1          1e-05    1.00632e-05    9.87839e-06             -1           0.25       0.246636       0.250556             -1
100	 11        12785.9        3684.28        1.06906        37.3671    7.07811e+22    3.93244e+23    4.61061e+23             -1          1e-05          1e-05    9.95768e-06             -1           0.25           0.25       0.247339             -1
100	 12        13091.2        4260.56        1.01359        54.9309    7.07811e+22       7.01e+23    7.72634e+23             -1          1e-05          1e-05    9.92715e-06             -1           0.25           0.25       0.255317             -1
100	 13        23021.9        3856.95        1.05015        50.4097    7.07811e+22     4.7698e+23    5.45664e+23             -1          1e-05    1.01051e-05    1.00767e-05             -1           0.25       0.246838       0.248633             -1
100	 14        34161.9        4313.43        1.06703        20.8142    3.78834e+23    4.34281e+23     8.0787e+23             -1          1e-05    9.89387e-06    9.58162e-06             -1           0.25       0.247562       0.247344             -1
100	 15        35834.7        4730.79        1.00751        43.8008    4.22131e+23     8.0787e+23    1.23266e+24             -1    9.80851e-06    9.58162e-06    9.56016e-06             -1       0.250299       0.247344       0.249473             -1
